timestamp,rainfall_raw_mm,flag,rainfall_fixed_mm
2024-06-27 18:10:00,,missing,0.0
2024-06-27 18:20:00,,missing,0.0
2024-06-27 18:30:00,,missing,0.0
2024-06-27 18:40:00,,missing,0.0
2024-06-27 18:50:00,,missing,0.0
2024-06-27 19:00:00,,missing,0.0
2024-06-27 19:10:00,,missing,0.0
2024-06-27 19:20:00,,missing,0.0
2024-06-27 19:30:00,,missing,0.0
2024-06-27 19:40:00,,missing,0.0
2024-06-27 20:10:00,,missing,0.0
2024-06-27 22:40:00,,missing,1.2
2024-06-28 02:10:00,,missing,0.0
2024-06-28 05:40:00,0.2,spurious,0.0
2024-06-28 09:20:00,0.3,spurious,0.0
2024-06-28 13:50:00,,missing,0.0
2024-06-28 23:10:00,,missing,0.0
2024-06-29 00:20:00,,missing,0.0
2024-06-29 02:10:00,999.0,spike,0.0
2024-06-29 05:30:00,117.5,spike,0.0
2024-06-29 05:40:00,,missing,0.0
2024-06-29 07:20:00,-3.8,negative,0.0
2024-06-29 11:50:00,999.0,spike,0.0
2024-06-29 15:50:00,0.2,spurious,0.0
2024-06-29 20:00:00,,missing,0.0
2024-06-29 20:50:00,,missing,0.0
2024-06-29 22:10:00,0.1,spurious,0.0
2024-06-30 00:00:00,999.0,spike,0.0
2024-06-30 02:30:00,,missing,0.0
2024-06-30 08:40:00,999.0,spike,0.0
2024-06-30 13:30:00,999.0,spike,0.0
2024-06-30 20:30:00,,missing,0.0
2024-06-30 20:50:00,-4.4,negative,0.0
2024-06-30 21:10:00,,missing,0.0
