landslide_id,county,zone_name,landslide_type,confidence,activity,year_mapped,area_sqkm_est,latitude,longitude,source_agency,source_status
FALLBACK_LSI_0018,Los Angeles,Santa Monica Mountains,deep-seated landslide,high,active,2010,4.5167,34.0199856,-118.74254599999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0019,Los Angeles,San Gabriel Mountains,debris flow,moderate,unknown,1990,1.4001,34.203069600000006,-118.01902419999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0020,Los Angeles,Palos Verdes Peninsula,rock slide,high,historic,1991,1.9557,33.7711132,-118.43955039999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0021,Los Angeles,Angeles National Forest,shallow landslide,low,active,2003,2.4663,34.347131,-118.15272039999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0022,Los Angeles,Palos Verdes Peninsula,deep-seated landslide,moderate,historic,1994,1.1159,33.7614434,-118.37724059999998,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0023,Los Angeles,Santa Monica Mountains,deep-seated landslide,low,active,1987,1.3997,34.0097556,-118.79878779999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0024,Los Angeles,San Gabriel Mountains,rock slide,moderate,unknown,1977,0.5336,34.290241800000004,-118.0431292,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0025,Los Angeles,Palos Verdes Peninsula,shallow landslide,moderate,historic,1995,1.0563,33.7399446,-118.37983,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0026,Los Angeles,San Gabriel Mountains,debris flow,high,active,1982,4.9393,34.2475012,-118.05577439999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0027,Los Angeles,San Gabriel Mountains,rock slide,low,historic,2013,0.7928,34.230109399999996,-117.9843162,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0028,Los Angeles,San Gabriel Mountains,rock slide,moderate,dormant,2014,1.3634,34.2543406,-118.0075692,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0029,Los Angeles,Palos Verdes Peninsula,shallow landslide,high,dormant,1979,2.539,33.755502,-118.4135352,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0030,Los Angeles,Angeles National Forest,shallow landslide,moderate,dormant,1979,1.9285,34.3613272,-118.2064016,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0031,Los Angeles,San Gabriel Mountains,shallow landslide,high,unknown,2024,0.9808,34.284584200000005,-118.2737586,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0032,Los Angeles,Angeles National Forest,shallow landslide,moderate,active,2011,1.4827,34.367199,-118.21121440000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0033,Los Angeles,Santa Monica Mountains,deep-seated landslide,moderate,historic,1981,2.5197,34.068834200000005,-118.68432279999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0034,Los Angeles,Angeles National Forest,earth flow,moderate,active,1995,3.9592,34.382737,-118.15485819999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0035,Los Angeles,San Gabriel Mountains,earth flow,moderate,historic,1989,2.7655,34.2018652,-118.015409,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0036,Los Angeles,San Gabriel Mountains,deep-seated landslide,moderate,historic,1988,0.7602,34.2445852,-118.10307680000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0037,Los Angeles,Santa Monica Mountains,earth flow,moderate,dormant,1988,1.1223,34.0543206,-118.8843904,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0038,Los Angeles,Santa Monica Mountains,deep-seated landslide,high,unknown,2025,2.4587,34.0748426,-118.67545580000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0039,Los Angeles,Angeles National Forest,shallow landslide,high,dormant,2009,3.5531,34.347068,-118.2207612,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0040,Los Angeles,Angeles National Forest,rock slide,moderate,historic,1990,0.8852,34.3243264,-118.1930906,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0041,Los Angeles,Santa Monica Mountains,earth flow,high,active,2024,1.32,34.0739224,-118.6924294,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0042,Los Angeles,Santa Monica Mountains,shallow landslide,moderate,dormant,2003,2.8658,34.066233,-118.73823660000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0043,Los Angeles,Angeles National Forest,earth flow,moderate,dormant,1979,2.8424,34.2780476,-118.25840899999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0044,Los Angeles,Santa Monica Mountains,debris flow,high,unknown,1976,1.7185,34.0589424,-118.6337618,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0045,Los Angeles,Angeles National Forest,rock slide,low,active,1995,3.4648,34.3552796,-118.2966964,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0046,Los Angeles,San Gabriel Mountains,debris flow,low,historic,2018,2.8321,34.227294400000005,-117.9807642,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0047,Los Angeles,Santa Monica Mountains,deep-seated landslide,high,historic,1985,0.8527,34.0855794,-118.70500919999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0048,Los Angeles,San Gabriel Mountains,rock slide,low,dormant,2010,5.0938,34.259592600000005,-118.0097658,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0049,Los Angeles,San Gabriel Mountains,rock slide,low,unknown,2009,0.3746,34.231196000000004,-118.05012280000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0050,Los Angeles,Palos Verdes Peninsula,debris flow,high,active,2001,1.8107,33.78121899999999,-118.4176272,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0051,Los Angeles,San Gabriel Mountains,deep-seated landslide,high,historic,2019,4.8908,34.201869,-118.1321328,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0052,Los Angeles,San Gabriel Mountains,debris flow,moderate,unknown,2024,3.7725,34.241086200000005,-118.0347866,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0053,Los Angeles,San Gabriel Mountains,debris flow,high,historic,2010,1.4811,34.2861672,-118.0842734,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0054,Los Angeles,Angeles National Forest,earth flow,moderate,historic,2014,2.7963,34.3562904,-118.1588436,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0055,Los Angeles,Santa Monica Mountains,shallow landslide,high,active,2016,0.6485,34.115639800000004,-118.66235180000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0056,Los Angeles,Palos Verdes Peninsula,rock slide,moderate,active,2002,1.8644,33.7526524,-118.4071872,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0057,Los Angeles,Angeles National Forest,deep-seated landslide,low,active,2005,1.7417,34.42877,-118.22606099999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0058,Los Angeles,Santa Monica Mountains,rock slide,high,active,2010,4.6447,34.0820324,-118.7022612,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0059,Los Angeles,Palos Verdes Peninsula,debris flow,low,active,2007,2.8052,33.7248632,-118.3343022,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0060,Los Angeles,San Gabriel Mountains,earth flow,moderate,active,2006,3.0069,34.2585468,-117.9939296,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0061,Los Angeles,Santa Monica Mountains,debris flow,high,active,1990,3.4192,34.092380399999996,-118.66018339999998,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0062,Los Angeles,Angeles National Forest,earth flow,moderate,unknown,1995,4.4506,34.385227,-118.1463684,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0063,Los Angeles,San Gabriel Mountains,deep-seated landslide,moderate,historic,2004,3.0685,34.239252799999996,-118.10370560000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0064,Los Angeles,San Gabriel Mountains,debris flow,high,active,2010,2.9577,34.259101799999996,-117.98126199999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0065,Los Angeles,Santa Monica Mountains,shallow landslide,moderate,dormant,1991,3.2193,34.1003412,-118.7410906,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0066,Los Angeles,Angeles National Forest,debris flow,low,active,1988,3.6162,34.438648,-118.25863360000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0067,Los Angeles,Santa Monica Mountains,rock slide,moderate,active,2010,3.4931,34.1143626,-118.666218,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0068,Los Angeles,Santa Monica Mountains,rock slide,high,historic,1988,0.9393,34.026557600000004,-118.7383174,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0069,Los Angeles,Palos Verdes Peninsula,shallow landslide,high,active,2006,4.2068,33.748787400000005,-118.378501,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0070,Los Angeles,Santa Monica Mountains,debris flow,moderate,historic,2022,5.2528,34.118390399999996,-118.7192078,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0071,Los Angeles,Santa Monica Mountains,deep-seated landslide,moderate,active,1979,3.1251,34.09820800000001,-118.88808880000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0072,Los Angeles,Palos Verdes Peninsula,shallow landslide,moderate,unknown,1975,3.4953,33.7338254,-118.3701018,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0073,Los Angeles,Palos Verdes Peninsula,earth flow,high,unknown,1994,4.3683,33.796077600000004,-118.410547,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0074,Los Angeles,Santa Monica Mountains,debris flow,low,historic,2022,2.9721,34.126038199999996,-118.7600924,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0075,Los Angeles,Angeles National Forest,deep-seated landslide,low,unknown,1977,2.846,34.3320184,-118.13296260000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0076,Los Angeles,Santa Monica Mountains,shallow landslide,moderate,active,1985,1.8024,34.098218200000005,-118.58061620000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0077,Los Angeles,Palos Verdes Peninsula,deep-seated landslide,high,dormant,2018,0.7789,33.76436600000001,-118.4052964,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0078,Los Angeles,San Gabriel Mountains,deep-seated landslide,high,active,1996,4.2193,34.2249384,-118.04850880000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0079,Los Angeles,Angeles National Forest,earth flow,high,unknown,2023,2.4336,34.3432806,-118.146902,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0080,Los Angeles,San Gabriel Mountains,deep-seated landslide,high,dormant,1998,2.8935,34.256965599999994,-118.1083678,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0081,Los Angeles,Angeles National Forest,earth flow,high,historic,1984,2.8483,34.367510800000005,-118.2232006,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0082,Los Angeles,Palos Verdes Peninsula,deep-seated landslide,low,unknown,2015,1.704,33.753471000000005,-118.4098946,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0083,Los Angeles,Palos Verdes Peninsula,debris flow,high,historic,1994,1.6308,33.7365022,-118.40576760000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0084,Los Angeles,Angeles National Forest,earth flow,low,dormant,1983,1.4011,34.343384,-118.1998738,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0085,Los Angeles,Santa Monica Mountains,deep-seated landslide,moderate,dormant,1980,0.5342,34.10831939999999,-118.74753779999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0086,Los Angeles,San Gabriel Mountains,earth flow,moderate,active,2002,2.1489,34.3353878,-118.056185,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0087,Los Angeles,Angeles National Forest,deep-seated landslide,moderate,historic,2018,3.6778,34.3539064,-118.18469520000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0088,Los Angeles,Palos Verdes Peninsula,debris flow,high,active,2017,1.2318,33.758835,-118.38757500000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0089,Los Angeles,Santa Monica Mountains,shallow landslide,high,historic,1983,4.0143,34.087988800000005,-118.63286020000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0090,Los Angeles,Santa Monica Mountains,earth flow,high,active,2024,0.7937,34.076577400000005,-118.7575758,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0091,Los Angeles,San Gabriel Mountains,earth flow,moderate,unknown,2001,1.6218,34.297988000000004,-118.06524459999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0092,Los Angeles,Santa Monica Mountains,rock slide,moderate,active,2012,3.2309,34.0813566,-118.6366876,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0093,Los Angeles,Angeles National Forest,deep-seated landslide,moderate,historic,1991,0.8385,34.313436,-118.23173960000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0094,Los Angeles,San Gabriel Mountains,debris flow,high,historic,2017,1.0072,34.2432302,-118.10463899999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0095,Los Angeles,San Gabriel Mountains,earth flow,moderate,historic,1994,3.024,34.2433244,-118.02869660000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0096,Los Angeles,Angeles National Forest,shallow landslide,moderate,historic,1987,2.1515,34.310422,-118.27665280000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0097,Los Angeles,San Gabriel Mountains,shallow landslide,high,active,2003,3.8685,34.314211,-118.1263906,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0098,Los Angeles,Santa Monica Mountains,deep-seated landslide,low,active,1997,0.7123,34.0709238,-118.7978982,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0099,Los Angeles,San Gabriel Mountains,deep-seated landslide,high,dormant,2012,3.6738,34.2459376,-118.08318519999997,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0100,Los Angeles,Palos Verdes Peninsula,deep-seated landslide,moderate,historic,2025,3.34,33.772965799999994,-118.351686,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0101,Los Angeles,Palos Verdes Peninsula,earth flow,moderate,historic,2011,1.042,33.7472526,-118.377973,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0102,Los Angeles,Angeles National Forest,earth flow,low,unknown,1975,1.8667,34.3541682,-118.3063056,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0103,Los Angeles,Angeles National Forest,debris flow,low,historic,2026,2.031,34.35278580000001,-118.1677698,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0104,Los Angeles,Santa Monica Mountains,debris flow,moderate,unknown,1987,4.1022,34.0769934,-118.72359980000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0105,Los Angeles,Palos Verdes Peninsula,debris flow,high,unknown,1980,1.1019,33.7819738,-118.354935,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0106,Los Angeles,Angeles National Forest,deep-seated landslide,moderate,active,2008,1.4897,34.3189992,-118.1216506,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0107,Los Angeles,Angeles National Forest,debris flow,moderate,historic,2024,1.9461,34.3612236,-118.19890600000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0108,Los Angeles,Santa Monica Mountains,debris flow,low,dormant,2021,1.9491,34.04994800000001,-118.75801240000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0109,Los Angeles,Palos Verdes Peninsula,debris flow,moderate,unknown,1983,3.4331,33.7454726,-118.34713059999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0110,Los Angeles,San Gabriel Mountains,rock slide,moderate,dormant,1978,2.7698,34.1949288,-118.0745392,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0111,Los Angeles,Angeles National Forest,rock slide,high,dormant,2019,1.7533,34.3533336,-118.16897100000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0112,Los Angeles,Santa Monica Mountains,earth flow,high,active,2003,4.487,34.082674600000004,-118.75720040000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0113,Los Angeles,Palos Verdes Peninsula,shallow landslide,moderate,historic,2021,1.5909,33.7658486,-118.35039600000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0114,Los Angeles,San Gabriel Mountains,rock slide,moderate,active,2024,2.1926,34.239139,-118.0038612,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0115,Los Angeles,Palos Verdes Peninsula,rock slide,high,dormant,1993,4.4152,33.763393199999996,-118.4295308,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0116,Los Angeles,Santa Monica Mountains,earth flow,moderate,unknown,2000,1.3941,34.114044,-118.69605200000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0117,Los Angeles,San Gabriel Mountains,shallow landslide,high,dormant,2010,1.5871,34.1912888,-118.12886900000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0118,Los Angeles,Palos Verdes Peninsula,deep-seated landslide,moderate,active,1989,1.0896,33.7529756,-118.40441460000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0119,Los Angeles,Angeles National Forest,shallow landslide,low,unknown,1978,2.2164,34.363234399999996,-118.1656418,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0120,Los Angeles,Santa Monica Mountains,deep-seated landslide,moderate,active,2008,1.3218,34.105534,-118.7171246,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0121,Los Angeles,Santa Monica Mountains,rock slide,high,dormant,1980,2.6999,34.075485,-118.670299,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0122,Los Angeles,Angeles National Forest,earth flow,high,unknown,2000,5.6729,34.37366239999999,-118.21859520000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0123,Los Angeles,Angeles National Forest,deep-seated landslide,moderate,active,1991,1.1788,34.311162,-118.16791780000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0124,Los Angeles,San Gabriel Mountains,shallow landslide,moderate,active,2019,0.6954,34.2249882,-117.99462760000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0125,Los Angeles,Santa Monica Mountains,rock slide,moderate,active,2021,3.7754,34.0560896,-118.6771534,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0126,Los Angeles,San Gabriel Mountains,deep-seated landslide,low,unknown,1987,4.8525,34.229319000000004,-118.1423738,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0127,Los Angeles,Palos Verdes Peninsula,deep-seated landslide,high,active,2013,1.8119,33.7549132,-118.3578728,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0128,Los Angeles,Angeles National Forest,deep-seated landslide,high,dormant,2000,1.2808,34.3922526,-118.2498692,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0129,Los Angeles,Palos Verdes Peninsula,debris flow,high,active,2024,4.8932,33.733166,-118.36776119999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0130,Los Angeles,Palos Verdes Peninsula,shallow landslide,moderate,active,1981,1.4399,33.748141200000006,-118.37293919999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0131,Los Angeles,San Gabriel Mountains,shallow landslide,moderate,active,2026,2.1925,34.2320264,-118.1170646,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0132,Los Angeles,Palos Verdes Peninsula,deep-seated landslide,high,active,1977,2.364,33.753308600000004,-118.3673986,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0133,Los Angeles,Angeles National Forest,rock slide,moderate,dormant,1993,1.6786,34.380662799999996,-118.18851820000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0134,Los Angeles,San Gabriel Mountains,shallow landslide,high,historic,2015,2.1607,34.2890248,-117.96789199999998,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0135,Los Angeles,Palos Verdes Peninsula,earth flow,moderate,historic,1989,2.336,33.753874399999994,-118.3528536,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0136,Los Angeles,Santa Monica Mountains,deep-seated landslide,high,dormant,1996,1.5028,34.1193088,-118.65561579999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0137,Los Angeles,Santa Monica Mountains,rock slide,moderate,historic,1990,3.7231,34.0476128,-118.72670020000001,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0138,Los Angeles,Santa Monica Mountains,rock slide,low,unknown,2018,1.5992,34.023926800000005,-118.70022379999997,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0139,Los Angeles,San Gabriel Mountains,rock slide,low,unknown,1984,2.8561,34.2097524,-117.9646692,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0140,Los Angeles,Santa Monica Mountains,debris flow,high,historic,1992,0.5155,34.0374762,-118.67129279999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0141,Los Angeles,Santa Monica Mountains,shallow landslide,moderate,dormant,1994,0.5736,34.098764,-118.75245519999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0142,Los Angeles,Palos Verdes Peninsula,earth flow,high,dormant,2012,2.6022,33.7490344,-118.3406368,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0143,Los Angeles,Palos Verdes Peninsula,deep-seated landslide,moderate,historic,1977,3.2102,33.7539328,-118.3672604,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0144,Los Angeles,Palos Verdes Peninsula,rock slide,high,dormant,2022,2.836,33.769283599999994,-118.37998339999999,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0145,Los Angeles,Santa Monica Mountains,debris flow,high,dormant,1991,3.2019,34.0177356,-118.83198459999998,California Geological Survey style,simulated_fallback_due_ssl_download_failure
FALLBACK_LSI_0146,Los Angeles,Santa Monica Mountains,earth flow,high,unknown,1978,0.5987,34.0480032,-118.70223560000002,California Geological Survey style,simulated_fallback_due_ssl_download_failure
