svi_id,location_name,total_population,svi_score,poverty_pct,unemployment_pct,age65_pct,disability_pct,latitude,longitude,source_agency,source_status
06037000054,Los Angeles County fallback SVI tract 54,6045,37.56,11.7,7.1,8.8,15.0,34.813949,-117.908806,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000055,Los Angeles County fallback SVI tract 55,4317,54.74,22.6,11.6,16.6,12.4,33.615365999999995,-118.47585799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000056,Los Angeles County fallback SVI tract 56,5388,41.78,23.4,3.1,19.7,9.2,32.891130999999994,-117.718734,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000057,Los Angeles County fallback SVI tract 57,3912,62.17,22.0,7.2,23.5,20.3,33.688939999999995,-117.879503,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000058,Los Angeles County fallback SVI tract 58,2782,29.5,12.5,6.3,6.6,9.5,33.694036000000004,-118.15300099999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000059,Los Angeles County fallback SVI tract 59,5408,48.5,28.6,8.9,6.1,7.5,34.756739,-117.804502,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000060,Los Angeles County fallback SVI tract 60,5357,39.3,13.8,9.3,12.3,4.1,32.829461,-118.7729,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000061,Los Angeles County fallback SVI tract 61,2532,63.61,30.3,8.4,22.0,11.0,34.464259,-117.83590799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000062,Los Angeles County fallback SVI tract 62,4271,58.52,27.7,8.5,23.3,5.3,33.649426999999996,-118.230835,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000063,Los Angeles County fallback SVI tract 63,1961,43.56,14.3,8.3,14.8,16.6,33.250639,-117.768067,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000064,Los Angeles County fallback SVI tract 64,5410,46.42,16.4,11.0,18.0,8.6,34.476671,-117.65729999999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000065,Los Angeles County fallback SVI tract 65,5362,77.8,37.4,6.1,22.1,20.5,34.6394,-118.325526,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000066,Los Angeles County fallback SVI tract 66,5287,45.08,9.7,7.5,14.7,19.9,33.986144,-117.692396,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000067,Los Angeles County fallback SVI tract 67,1318,79.03,28.2,14.5,19.7,18.0,34.65105,-117.97222199999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000068,Los Angeles County fallback SVI tract 68,6943,37.33,5.5,11.0,21.2,7.3,33.31989,-118.19682700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000069,Los Angeles County fallback SVI tract 69,5055,59.8,37.0,3.5,12.5,15.7,34.653719,-118.44205400000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000070,Los Angeles County fallback SVI tract 70,5356,46.56,35.2,6.0,9.8,4.9,33.108028000000004,-118.92095300000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000071,Los Angeles County fallback SVI tract 71,5979,70.08,22.6,12.7,18.8,19.2,33.087559999999996,-118.913421,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000072,Los Angeles County fallback SVI tract 72,2446,63.62,37.9,8.6,8.6,18.7,33.509859,-117.809599,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000073,Los Angeles County fallback SVI tract 73,6950,63.36,33.1,7.4,23.6,4.3,34.628418,-118.286186,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000074,Los Angeles County fallback SVI tract 74,5374,47.4,34.5,7.1,10.6,5.7,33.605366,-118.862356,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000075,Los Angeles County fallback SVI tract 75,3910,55.48,20.9,2.1,19.8,16.0,33.556586,-118.51241,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000076,Los Angeles County fallback SVI tract 76,1607,71.63,20.2,14.0,14.9,19.8,33.689114000000004,-118.94708600000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000077,Los Angeles County fallback SVI tract 77,1924,55.77,34.2,2.5,22.7,13.7,33.68207399999999,-118.222835,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000078,Los Angeles County fallback SVI tract 78,6768,79.93,34.7,14.2,16.6,20.1,33.960353999999995,-118.15803799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000079,Los Angeles County fallback SVI tract 79,4576,67.29,37.2,3.2,12.7,16.1,33.568746,-118.547696,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000080,Los Angeles County fallback SVI tract 80,5251,68.07,24.5,10.1,21.6,19.8,34.584264,-118.47075399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000081,Los Angeles County fallback SVI tract 81,4059,42.75,8.1,5.3,19.8,17.6,33.29699899999999,-117.993934,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000082,Los Angeles County fallback SVI tract 82,2978,73.09,36.4,5.9,21.1,12.0,33.595226000000004,-118.93840499999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000083,Los Angeles County fallback SVI tract 83,1347,73.4,28.6,9.5,22.0,20.7,34.4371,-118.639272,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000084,Los Angeles County fallback SVI tract 84,1606,46.54,8.2,9.8,18.4,12.6,33.286288,-118.268481,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000085,Los Angeles County fallback SVI tract 85,2709,42.17,27.7,1.7,6.2,17.7,34.536396,-118.31740400000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000086,Los Angeles County fallback SVI tract 86,4739,61.08,33.4,15.0,7.0,7.5,34.6503,-118.253358,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000087,Los Angeles County fallback SVI tract 87,3343,62.44,21.8,8.6,23.7,16.9,34.620528,-118.5307,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000088,Los Angeles County fallback SVI tract 88,3670,43.31,16.4,3.4,21.5,8.2,33.102659,-117.75044199999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000089,Los Angeles County fallback SVI tract 89,4552,62.03,19.0,10.5,22.5,15.8,33.593162,-118.42513399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000090,Los Angeles County fallback SVI tract 90,6858,56.37,34.4,5.7,8.9,9.4,32.758239999999994,-117.66458700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000091,Los Angeles County fallback SVI tract 91,5473,57.91,9.2,10.0,22.0,21.6,34.673370999999996,-118.56558299999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000092,Los Angeles County fallback SVI tract 92,4257,56.69,24.1,6.3,19.3,18.8,34.27359499999999,-118.85687499999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000093,Los Angeles County fallback SVI tract 93,3343,53.87,24.7,10.7,10.7,20.3,34.449501,-118.288959,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000094,Los Angeles County fallback SVI tract 94,5272,58.29,35.5,1.8,16.7,10.2,34.367027,-117.95199199999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000095,Los Angeles County fallback SVI tract 95,5552,42.96,25.3,7.7,6.4,10.3,34.300816,-118.15140299999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000096,Los Angeles County fallback SVI tract 96,6080,45.22,23.4,1.6,12.8,21.4,34.115905999999995,-118.585823,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000097,Los Angeles County fallback SVI tract 97,2905,52.11,18.5,14.9,10.1,15.5,32.973225,-117.83815799999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000098,Los Angeles County fallback SVI tract 98,2285,32.81,11.6,10.6,6.0,12.6,32.95791,-118.85143000000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000099,Los Angeles County fallback SVI tract 99,1218,63.69,24.0,13.0,20.6,15.3,33.141513999999994,-118.393661,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000100,Los Angeles County fallback SVI tract 100,6740,67.32,36.6,12.9,15.5,9.5,34.164878,-117.69463699999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000101,Los Angeles County fallback SVI tract 101,7042,53.5,4.5,10.5,18.8,15.6,34.320049,-118.86176599999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000102,Los Angeles County fallback SVI tract 102,2779,67.94,32.6,12.9,10.8,11.6,33.983214999999994,-117.99083399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000103,Los Angeles County fallback SVI tract 103,3142,34.08,12.1,6.6,11.0,13.9,33.583198,-118.60215000000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000104,Los Angeles County fallback SVI tract 104,2676,39.34,18.9,4.4,22.4,8.2,34.683066,-118.592518,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000105,Los Angeles County fallback SVI tract 105,6097,50.84,18.3,9.6,23.3,7.8,34.738117,-117.69413100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000106,Los Angeles County fallback SVI tract 106,3208,64.58,33.4,12.2,10.1,17.1,33.022985,-117.998948,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000107,Los Angeles County fallback SVI tract 107,7002,35.31,4.0,5.4,19.0,9.6,34.810680000000005,-118.900845,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000108,Los Angeles County fallback SVI tract 108,6207,26.83,3.2,6.6,5.6,17.4,32.982541,-118.72478100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000109,Los Angeles County fallback SVI tract 109,2114,41.31,21.6,9.4,7.4,7.4,34.222976,-118.724217,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000110,Los Angeles County fallback SVI tract 110,4298,32.71,13.6,2.7,18.6,10.7,34.469535,-118.60480199999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000111,Los Angeles County fallback SVI tract 111,4211,34.3,14.4,6.6,6.3,5.7,34.499604999999995,-118.70809399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000112,Los Angeles County fallback SVI tract 112,4735,61.42,28.1,13.4,7.7,17.3,33.821509000000006,-117.719275,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000113,Los Angeles County fallback SVI tract 113,3156,51.9,10.6,11.0,20.8,9.3,34.512508000000004,-118.78113900000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000114,Los Angeles County fallback SVI tract 114,2645,56.07,34.2,4.8,14.2,18.8,34.635613,-118.28207699999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000115,Los Angeles County fallback SVI tract 115,6893,60.66,23.9,8.8,11.3,15.6,33.00321,-118.808657,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000116,Los Angeles County fallback SVI tract 116,4749,43.0,14.5,8.3,11.5,14.1,34.04721299999999,-118.609269,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000117,Los Angeles County fallback SVI tract 117,3816,27.56,15.7,4.1,10.3,8.6,33.339311,-118.945919,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000118,Los Angeles County fallback SVI tract 118,5212,48.51,30.1,2.1,18.2,15.8,33.342108999999994,-118.75137,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000119,Los Angeles County fallback SVI tract 119,5050,67.67,23.1,12.0,19.1,14.9,34.534817999999994,-118.21741499999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000120,Los Angeles County fallback SVI tract 120,4906,45.43,3.0,9.8,14.5,19.3,34.038726,-118.64053200000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000121,Los Angeles County fallback SVI tract 121,4417,35.97,3.3,11.8,9.9,17.5,33.377179,-118.445413,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000122,Los Angeles County fallback SVI tract 122,3847,60.87,22.9,5.5,17.7,19.6,33.347775,-117.92488900000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000123,Los Angeles County fallback SVI tract 123,2032,59.71,32.4,12.2,5.2,12.9,32.964794,-118.27985699999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000124,Los Angeles County fallback SVI tract 124,6828,45.02,24.6,1.6,18.5,14.3,32.821037000000004,-117.86120100000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000125,Los Angeles County fallback SVI tract 125,1760,69.62,30.6,14.5,19.4,5.8,32.790171,-117.81237300000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000126,Los Angeles County fallback SVI tract 126,1001,84.61,37.4,11.7,21.4,15.2,33.96507999999999,-118.09305099999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000127,Los Angeles County fallback SVI tract 127,2215,38.56,16.3,4.6,9.9,16.5,33.933513,-117.755836,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000128,Los Angeles County fallback SVI tract 128,6155,40.09,6.7,10.0,11.3,15.9,34.813342,-118.69055700000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000129,Los Angeles County fallback SVI tract 129,6983,58.66,27.0,15.3,14.4,10.1,33.685069,-117.758148,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000130,Los Angeles County fallback SVI tract 130,4999,43.07,18.7,8.5,14.5,6.8,33.543834,-118.31417400000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000131,Los Angeles County fallback SVI tract 131,2523,44.6,5.5,9.7,18.7,8.3,34.131151,-118.75467900000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000132,Los Angeles County fallback SVI tract 132,6903,66.29,36.1,5.1,11.5,18.6,33.718909999999994,-117.90922,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000133,Los Angeles County fallback SVI tract 133,6443,50.39,33.0,5.1,11.2,9.2,34.610532,-118.661385,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000134,Los Angeles County fallback SVI tract 134,1920,60.92,22.4,15.0,13.8,13.8,34.62242,-117.86884599999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000135,Los Angeles County fallback SVI tract 135,3702,93.26,35.4,15.9,22.6,19.0,34.29997099999999,-118.45948200000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000136,Los Angeles County fallback SVI tract 136,3432,35.69,19.5,2.6,5.3,6.4,33.958591,-117.673571,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000137,Los Angeles County fallback SVI tract 137,5944,68.26,24.1,15.8,8.4,19.1,32.962901,-118.11293699999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000138,Los Angeles County fallback SVI tract 138,2013,38.06,18.8,3.8,8.7,9.3,33.591125,-118.13665800000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000139,Los Angeles County fallback SVI tract 139,6831,59.39,26.9,14.6,5.6,12.6,32.768753999999994,-117.933795,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000140,Los Angeles County fallback SVI tract 140,2299,44.65,28.7,6.3,6.1,15.0,33.176359000000005,-117.769929,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000141,Los Angeles County fallback SVI tract 141,2805,69.3,27.1,9.3,20.2,21.5,33.35108999999999,-118.702794,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000142,Los Angeles County fallback SVI tract 142,5143,57.49,24.7,3.8,14.3,16.9,33.057312,-118.468561,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000143,Los Angeles County fallback SVI tract 143,6527,66.46,15.3,12.5,16.0,19.2,34.347169,-117.743774,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000144,Los Angeles County fallback SVI tract 144,2482,66.55,13.2,12.0,23.9,20.5,34.335981999999994,-118.785201,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000145,Los Angeles County fallback SVI tract 145,4063,71.07,29.8,11.6,22.3,9.4,34.416326,-117.88171399999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000146,Los Angeles County fallback SVI tract 146,4976,47.77,6.4,14.4,6.1,18.8,33.729722,-117.78964699999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000147,Los Angeles County fallback SVI tract 147,4806,54.78,19.0,15.5,16.2,6.0,34.452402,-118.93340599999999,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
06037000148,Los Angeles County fallback SVI tract 148,5309,28.65,5.1,7.2,10.0,9.5,32.957297000000004,-118.72101400000001,LA County / CDC SVI style,simulated_fallback_due_download_missing_or_unavailable
