address,latitude,longitude,name,note,osm_id,source,source_url,type
,30.5491813,103.9842092,文星镇同济医院,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/4771151813,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6613642,104.0475088,门诊部,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/4772476117,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6748028,104.0554749,未命名医疗机构,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/4831098724,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6854918,104.0286775,未命名医疗机构,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/5160197922,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6703132,104.0633107,草市御河社区卫生服务中心,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/5160198122,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6642045,104.0943659,成华区人民医院,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/5807318425,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6821788,104.079176,海涛口腔,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/6839483094,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6807702,104.073161,未命名医疗机构,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/6839838085,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
青羊区上网家拐,30.6569402,104.0547645,汪家拐社区医院,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/7069341985,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
四川成都天府新区,30.4916567,104.1390723,北山诊所,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/7236668455,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6655666,104.1150242,未命名医疗机构,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/8692997733,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6667955,104.1212317,成华区跳蹬河社区卫生服务中心杉板桥分中心,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/8995209382,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6497821,104.0384869,武侯区浆洗街社区卫生服务中心,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/9003487074,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.6475386,104.1519054,成华区保和社区卫生服务中心,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/9560360623,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
,30.7302968,103.9616761,医务室,真实地图点位；人员与车辆数量未公开，项目中置为0。,node/9565926192,OpenStreetMap Overpass API,https://www.openstreetmap.org/copyright,医疗
