timestamp,rule_anomaly_label,rule_anomaly_type,if_anomaly_score,if_anomaly_label,lstm_reconstruction_error,lstm_anomaly_label,hybrid_anomaly_label,hybrid_anomaly_type,hybrid_confidence,final_decision,anomaly_source
2024-06-01 04:40:00,0,,-0.1524891193219441,0,0.19205039739608765,0,0,normal,0.98,keep,none
2024-06-01 04:50:00,0,,-0.16421724969565704,0,0.19842109084129333,0,0,normal,0.98,keep,none
2024-06-01 05:00:00,0,,-0.16362946733170086,0,0.19865353405475616,0,0,normal,0.98,keep,none
2024-06-01 05:10:00,0,,-0.17877327646732638,0,0.18152856826782227,0,0,normal,0.98,keep,none
2024-06-01 05:20:00,0,,-0.15842769685219976,0,0.18386490643024445,0,0,normal,0.98,keep,none
2024-06-01 05:30:00,0,,-0.15811608906607322,0,0.18837925791740417,0,0,normal,0.98,keep,none
2024-06-01 05:40:00,0,,-0.14334633146001924,0,0.18380101025104523,0,0,normal,0.98,keep,none
2024-06-01 05:50:00,0,,-0.16596922711632622,0,0.1851481944322586,0,0,normal,0.98,keep,none
2024-06-01 06:00:00,0,,-0.17741182693247892,0,0.18245306611061096,0,0,normal,0.98,keep,none
2024-06-01 06:10:00,1,spurious,-0.13192967964210278,0,0.21864108741283417,0,1,spurious,0.86,correct,rule
2024-06-01 06:20:00,0,,-0.16330259830720228,0,0.21976397931575775,0,0,normal,0.98,keep,none
2024-06-01 06:30:00,0,,-0.1672662079410303,0,0.2182854413986206,0,0,normal,0.98,keep,none
2024-06-01 06:40:00,0,,-0.16351779720575388,0,0.21034137904644012,0,0,normal,0.98,keep,none
2024-06-01 06:50:00,0,,-0.15943831516011608,0,0.21260932087898254,0,0,normal,0.98,keep,none
2024-06-01 07:00:00,0,,-0.1566390962246022,0,0.2212778776884079,0,0,normal,0.98,keep,none
2024-06-01 07:10:00,0,,-0.13134120045477476,0,0.2408786416053772,0,0,normal,0.98,keep,none
2024-06-01 07:20:00,0,,-0.15732139304127485,0,0.2518664002418518,0,0,normal,0.98,keep,none
2024-06-01 07:30:00,0,,-0.1635353763091365,0,0.25201210379600525,0,0,normal,0.98,keep,none
2024-06-01 07:40:00,0,,-0.16334309719519308,0,0.24898293614387512,0,0,normal,0.98,keep,none
2024-06-01 07:50:00,0,,-0.17098243585180406,0,0.24328821897506714,0,0,normal,0.98,keep,none
2024-06-01 08:00:00,0,,-0.141324861977087,0,0.24825753271579742,0,0,normal,0.98,keep,none
2024-06-01 08:10:00,0,,-0.16865538185304052,0,0.2470516413450241,0,0,normal,0.98,keep,none
2024-06-01 08:20:00,0,,-0.1633469174355271,0,0.24292203783988953,0,0,normal,0.98,keep,none
2024-06-01 08:30:00,0,,-0.1477133193713671,0,0.23709729313850403,0,0,normal,0.98,keep,none
2024-06-01 08:40:00,0,,-0.1608365265145501,0,0.2349623739719391,0,0,normal,0.98,keep,none
2024-06-01 08:50:00,0,,-0.16143460889361538,0,0.22992467880249023,0,0,normal,0.98,keep,none
2024-06-01 09:00:00,0,,-0.16620353577809055,0,0.23344281315803528,0,0,normal,0.98,keep,none
2024-06-01 09:10:00,0,,-0.1687995688041578,0,0.20829035341739655,0,0,normal,0.98,keep,none
2024-06-01 09:20:00,0,,-0.1576181307481357,0,0.20699480175971985,0,0,normal,0.98,keep,none
2024-06-01 09:30:00,0,,-0.16511284827321632,0,0.2077193707227707,0,0,normal,0.98,keep,none
2024-06-01 09:40:00,0,,-0.15736654692542607,0,0.20571410655975342,0,0,normal,0.98,keep,none
2024-06-01 09:50:00,0,,-0.04606883273965967,0,0.24564281105995178,0,0,normal,0.98,keep,none
2024-06-01 10:00:00,0,,-0.029303152406929045,0,0.29429635405540466,0,0,normal,0.98,keep,none
2024-06-01 10:10:00,0,,-0.03553048177883289,0,0.3164082467556,0,0,normal,0.98,keep,none
2024-06-01 10:20:00,0,,-0.009799617105419323,0,0.3536210358142853,0,0,normal,0.98,keep,none
2024-06-01 10:30:00,0,,-0.001864050923335192,0,0.40393760800361633,0,0,normal,0.98,keep,none
2024-06-01 10:40:00,0,,-0.00886723289481739,0,0.43908628821372986,0,0,normal,0.98,keep,none
2024-06-01 10:50:00,0,,0.009873416592196982,1,0.4889361560344696,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 11:00:00,0,,0.021516635959900055,1,0.5301905870437622,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 11:10:00,0,,0.024003663958005017,1,0.6227902173995972,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 11:20:00,0,,0.021024634208800852,1,0.6658651828765869,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 11:30:00,0,,0.01935536115844705,1,0.6966723799705505,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 11:40:00,0,,0.018876589835391755,1,0.7143629193305969,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 11:50:00,0,,0.024567981460984933,1,0.7524524927139282,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 12:00:00,0,,0.011436065168130893,1,0.7682961225509644,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 12:10:00,0,,0.01032376074398278,1,0.7678771018981934,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 12:20:00,0,,0.0013848413723930308,1,0.7569274306297302,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 12:30:00,0,,-0.0042572367308663095,0,0.7634398341178894,0,0,normal,0.98,keep,none
2024-06-01 12:40:00,0,,0.0008033309930961519,1,0.7837424278259277,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-01 12:50:00,0,,-0.009722079913059734,0,0.7658761143684387,0,0,normal,0.98,keep,none
2024-06-01 13:00:00,0,,-0.015587925196780539,0,0.7410813570022583,0,0,normal,0.98,keep,none
2024-06-01 13:10:00,0,,-0.015913141639167128,0,0.7341292500495911,0,0,normal,0.98,keep,none
2024-06-01 13:20:00,0,,-0.011936435857342387,0,0.729301393032074,0,0,normal,0.98,keep,none
2024-06-01 13:30:00,0,,-0.02549053959864489,0,0.7412500977516174,0,0,normal,0.98,keep,none
2024-06-01 13:40:00,0,,-0.049516516953241996,0,0.7429529428482056,0,0,normal,0.98,keep,none
2024-06-01 13:50:00,0,,-0.05690646632096552,0,0.7591709494590759,0,0,normal,0.98,keep,none
2024-06-01 14:00:00,0,,-0.04809643231158889,0,0.7617473602294922,0,0,normal,0.98,keep,none
2024-06-01 14:10:00,0,,-0.0732165796178571,0,0.731606662273407,0,0,normal,0.98,keep,none
2024-06-01 14:20:00,0,,-0.10255901560970382,0,0.7298409342765808,0,0,normal,0.98,keep,none
2024-06-01 14:30:00,1,spurious,-0.050741762126299994,0,0.7608948349952698,0,1,spurious,0.86,correct,rule
2024-06-01 14:40:00,0,,-0.10835565976325673,0,0.7804709672927856,0,0,normal,0.98,keep,none
2024-06-01 14:50:00,0,,-0.11055088301888105,0,0.776077389717102,0,0,normal,0.98,keep,none
2024-06-01 15:00:00,0,,-0.10682041711464729,0,0.804749071598053,0,0,normal,0.98,keep,none
2024-06-01 15:10:00,0,,-0.11072175204131568,0,0.8090169429779053,0,0,normal,0.98,keep,none
2024-06-01 15:20:00,0,,-0.10850047691885606,0,0.8055852055549622,0,0,normal,0.98,keep,none
2024-06-01 15:30:00,0,,-0.10918562084025774,0,0.8166487812995911,0,0,normal,0.98,keep,none
2024-06-01 15:40:00,0,,-0.11863002577876314,0,0.7930543422698975,0,0,normal,0.98,keep,none
2024-06-01 15:50:00,0,,-0.11528895498150082,0,0.7655296921730042,0,0,normal,0.98,keep,none
2024-06-01 16:00:00,0,,-0.12761031884197654,0,0.7137261033058167,0,0,normal,0.98,keep,none
2024-06-01 16:10:00,0,,-0.11453775852148346,0,0.6886981725692749,0,0,normal,0.98,keep,none
2024-06-01 16:20:00,0,,-0.12562297647257753,0,0.6413500308990479,0,0,normal,0.98,keep,none
2024-06-01 16:30:00,0,,-0.12517691008684423,0,0.5980972647666931,0,0,normal,0.98,keep,none
2024-06-01 16:40:00,0,,-0.13480581946923503,0,0.5646711587905884,0,0,normal,0.98,keep,none
2024-06-01 16:50:00,0,,-0.1274540813369366,0,0.5296595692634583,0,0,normal,0.98,keep,none
2024-06-01 17:00:00,0,,-0.13190345382497587,0,0.48020774126052856,0,0,normal,0.98,keep,none
2024-06-01 17:10:00,0,,-0.12494441310720023,0,0.4425260126590729,0,0,normal,0.98,keep,none
2024-06-01 17:20:00,0,,-0.13474029183329628,0,0.4241957366466522,0,0,normal,0.98,keep,none
2024-06-01 17:30:00,0,,-0.14061625112140408,0,0.3823108673095703,0,0,normal,0.98,keep,none
2024-06-01 17:40:00,0,,-0.13369566581797931,0,0.3807251751422882,0,0,normal,0.98,keep,none
2024-06-01 17:50:00,0,,-0.14450204149497348,0,0.3749035596847534,0,0,normal,0.98,keep,none
2024-06-01 18:00:00,0,,-0.13110580017558082,0,0.37457942962646484,0,0,normal,0.98,keep,none
2024-06-01 18:10:00,0,,-0.1405576802685477,0,0.3684825301170349,0,0,normal,0.98,keep,none
2024-06-01 18:20:00,0,,-0.13369344464649519,0,0.3573995530605316,0,0,normal,0.98,keep,none
2024-06-01 18:30:00,0,,-0.1252343060613194,0,0.35967597365379333,0,0,normal,0.98,keep,none
2024-06-01 18:40:00,0,,-0.13884259154879963,0,0.35866579413414,0,0,normal,0.98,keep,none
2024-06-01 18:50:00,0,,-0.1450060270603568,0,0.35331782698631287,0,0,normal,0.98,keep,none
2024-06-01 19:00:00,1,spurious,-0.08466118928901428,0,0.4268668293952942,0,1,spurious,0.86,correct,rule
2024-06-01 19:10:00,0,,-0.1116592916526164,0,0.36007291078567505,0,0,normal,0.98,keep,none
2024-06-01 19:20:00,0,,-0.1165465745321913,0,0.3599358797073364,0,0,normal,0.98,keep,none
2024-06-01 19:30:00,0,,-0.13715654204794725,0,0.3670234978199005,0,0,normal,0.98,keep,none
2024-06-01 19:40:00,0,,-0.11923775470300357,0,0.373343825340271,0,0,normal,0.98,keep,none
2024-06-01 19:50:00,0,,-0.1222698120113378,0,0.3770211935043335,0,0,normal,0.98,keep,none
2024-06-01 20:00:00,0,,-0.09973491496597003,0,0.40905460715293884,0,0,normal,0.98,keep,none
2024-06-01 20:10:00,0,,-0.130127260167263,0,0.3925885856151581,0,0,normal,0.98,keep,none
2024-06-01 20:20:00,0,,-0.12987143349307423,0,0.38956713676452637,0,0,normal,0.98,keep,none
2024-06-01 20:30:00,0,,-0.14405539084398583,0,0.38076862692832947,0,0,normal,0.98,keep,none
2024-06-01 20:40:00,0,,-0.1428011383872978,0,0.3822541832923889,0,0,normal,0.98,keep,none
2024-06-01 20:50:00,0,,-0.1256943161347211,0,0.38105934858322144,0,0,normal,0.98,keep,none
2024-06-01 21:00:00,0,,-0.10561005979783489,0,0.3741404712200165,0,0,normal,0.98,keep,none
2024-06-01 21:10:00,0,,-0.12727367701116493,0,0.3759728670120239,0,0,normal,0.98,keep,none
2024-06-01 21:20:00,0,,-0.109642978584788,0,0.373941570520401,0,0,normal,0.98,keep,none
2024-06-01 21:30:00,0,,-0.11968957665387264,0,0.36369073390960693,0,0,normal,0.98,keep,none
2024-06-01 21:40:00,0,,-0.11575937582696222,0,0.3581704795360565,0,0,normal,0.98,keep,none
2024-06-01 21:50:00,0,,-0.13488320379473712,0,0.3398948609828949,0,0,normal,0.98,keep,none
2024-06-01 22:00:00,0,,-0.12720723156421748,0,0.3041035532951355,0,0,normal,0.98,keep,none
2024-06-01 22:10:00,0,,-0.1370860886737128,0,0.29235783219337463,0,0,normal,0.98,keep,none
2024-06-01 22:20:00,0,,-0.13082324800433792,0,0.2813487648963928,0,0,normal,0.98,keep,none
2024-06-01 22:30:00,0,,-0.1370405974963419,0,0.27655255794525146,0,0,normal,0.98,keep,none
2024-06-01 22:40:00,0,,-0.11016622416587774,0,0.28532835841178894,0,0,normal,0.98,keep,none
2024-06-01 22:50:00,0,,-0.13078162016058348,0,0.2811381220817566,0,0,normal,0.98,keep,none
2024-06-01 23:00:00,0,,-0.12623402649489768,0,0.25129905343055725,0,0,normal,0.98,keep,none
2024-06-01 23:10:00,0,,-0.14597247921992296,0,0.23878726363182068,0,0,normal,0.98,keep,none
2024-06-01 23:20:00,0,,-0.1347929511013945,0,0.2299589067697525,0,0,normal,0.98,keep,none
2024-06-01 23:30:00,0,,-0.13594251154181347,0,0.2264477163553238,0,0,normal,0.98,keep,none
2024-06-01 23:40:00,0,,-0.14067929573350685,0,0.22331002354621887,0,0,normal,0.98,keep,none
2024-06-01 23:50:00,0,,-0.13192449934650885,0,0.21416619420051575,0,0,normal,0.98,keep,none
2024-06-02 00:00:00,0,,-0.15315648326765646,0,0.19761750102043152,0,0,normal,0.98,keep,none
2024-06-02 00:10:00,0,,-0.15003476036112084,0,0.19066689908504486,0,0,normal,0.98,keep,none
2024-06-02 00:20:00,0,,-0.15498363501667983,0,0.17288988828659058,0,0,normal,0.98,keep,none
2024-06-02 00:30:00,0,,-0.15435622032541452,0,0.16160224378108978,0,0,normal,0.98,keep,none
2024-06-02 00:40:00,0,,-0.12257207188787878,0,0.15891580283641815,0,0,normal,0.98,keep,none
2024-06-02 00:50:00,0,,-0.14364164562109738,0,0.16001024842262268,0,0,normal,0.98,keep,none
2024-06-02 01:00:00,0,,-0.14784956889282586,0,0.1535482257604599,0,0,normal,0.98,keep,none
2024-06-02 01:10:00,0,,-0.15162358579761254,0,0.15296366810798645,0,0,normal,0.98,keep,none
2024-06-02 01:20:00,0,,-0.13580478598990425,0,0.15485824644565582,0,0,normal,0.98,keep,none
2024-06-02 01:30:00,0,,-0.14310050107966665,0,0.14923213422298431,0,0,normal,0.98,keep,none
2024-06-02 01:40:00,0,,-0.1441762240454687,0,0.1316838264465332,0,0,normal,0.98,keep,none
2024-06-02 01:50:00,0,,-0.14605729420848396,0,0.1331048458814621,0,0,normal,0.98,keep,none
2024-06-02 02:00:00,0,,-0.14790489898050435,0,0.12792296707630157,0,0,normal,0.98,keep,none
2024-06-02 02:10:00,0,,-0.15312734809998102,0,0.12602536380290985,0,0,normal,0.98,keep,none
2024-06-02 02:20:00,0,,-0.15706946452008907,0,0.12294808030128479,0,0,normal,0.98,keep,none
2024-06-02 02:30:00,0,,-0.14612961767277421,0,0.1267101764678955,0,0,normal,0.98,keep,none
2024-06-02 02:40:00,0,,-0.16046535747297486,0,0.12083781510591507,0,0,normal,0.98,keep,none
2024-06-02 02:50:00,0,,-0.15833578238490598,0,0.11902185529470444,0,0,normal,0.98,keep,none
2024-06-02 03:00:00,0,,-0.13793460617413567,0,0.1284676045179367,0,0,normal,0.98,keep,none
2024-06-02 03:10:00,1,spike,0.029191716516887234,1,0.23355211317539215,0,1,spike,0.95,correct,hybrid
2024-06-02 03:20:00,0,,-0.011917436073971444,0,0.2256164401769638,0,0,normal,0.98,keep,none
2024-06-02 03:30:00,0,,-0.02058456511425255,0,0.2718968391418457,0,0,normal,0.98,keep,none
2024-06-02 03:40:00,0,,-0.04984717033734243,0,0.2824600636959076,0,0,normal,0.98,keep,none
2024-06-02 03:50:00,0,,-0.055826876118829416,0,0.3077201247215271,0,0,normal,0.98,keep,none
2024-06-02 04:00:00,0,,-0.05169722883729433,0,0.3060113787651062,0,0,normal,0.98,keep,none
2024-06-02 04:10:00,0,,-0.12458150639638554,0,0.30969053506851196,0,0,normal,0.98,keep,none
2024-06-02 04:20:00,0,,-0.11819566898608985,0,0.32486259937286377,0,0,normal,0.98,keep,none
2024-06-02 04:30:00,0,,-0.11828917968089359,0,0.3193316161632538,0,0,normal,0.98,keep,none
2024-06-02 04:40:00,0,,-0.11850446677200727,0,0.3274206519126892,0,0,normal,0.98,keep,none
2024-06-02 04:50:00,0,,-0.12116319879116744,0,0.3209664225578308,0,0,normal,0.98,keep,none
2024-06-02 05:00:00,0,,-0.11034624027787115,0,0.29677727818489075,0,0,normal,0.98,keep,none
2024-06-02 05:10:00,0,,-0.12496357106254374,0,0.2953251898288727,0,0,normal,0.98,keep,none
2024-06-02 05:20:00,0,,-0.12344416067801511,0,0.2860962748527527,0,0,normal,0.98,keep,none
2024-06-02 05:30:00,0,,-0.11711580156823354,0,0.27205511927604675,0,0,normal,0.98,keep,none
2024-06-02 05:40:00,0,,-0.11989712834620664,0,0.25530844926834106,0,0,normal,0.98,keep,none
2024-06-02 05:50:00,0,,-0.11961549939397892,0,0.2430521696805954,0,0,normal,0.98,keep,none
2024-06-02 06:00:00,0,,-0.12650397890793613,0,0.22386211156845093,0,0,normal,0.98,keep,none
2024-06-02 06:10:00,0,,-0.1303586939626633,0,0.16256847977638245,0,0,normal,0.98,keep,none
2024-06-02 06:20:00,0,,-0.13865196688579495,0,0.14927047491073608,0,0,normal,0.98,keep,none
2024-06-02 06:30:00,0,,-0.13554488225206912,0,0.14667120575904846,0,0,normal,0.98,keep,none
2024-06-02 06:40:00,0,,-0.13033626454787878,0,0.14440606534481049,0,0,normal,0.98,keep,none
2024-06-02 06:50:00,0,,-0.138343992632477,0,0.14514924585819244,0,0,normal,0.98,keep,none
2024-06-02 07:00:00,0,,-0.11987874166230539,0,0.14643023908138275,0,0,normal,0.98,keep,none
2024-06-02 07:10:00,0,,-0.09661007247695824,0,0.15575376152992249,0,0,normal,0.98,keep,none
2024-06-02 07:20:00,0,,-0.11161695143050515,0,0.17026972770690918,0,0,normal,0.98,keep,none
2024-06-02 07:30:00,0,,-0.12316793965052453,0,0.17045937478542328,0,0,normal,0.98,keep,none
2024-06-02 07:40:00,0,,-0.1363279093485737,0,0.16196754574775696,0,0,normal,0.98,keep,none
2024-06-02 07:50:00,0,,-0.14089729878023233,0,0.1571427881717682,0,0,normal,0.98,keep,none
2024-06-02 08:00:00,0,,-0.13845601106039074,0,0.1494944542646408,0,0,normal,0.98,keep,none
2024-06-02 08:10:00,0,,-0.13348163162237991,0,0.14876966178417206,0,0,normal,0.98,keep,none
2024-06-02 08:20:00,0,,-0.13009207909142856,0,0.1472957283258438,0,0,normal,0.98,keep,none
2024-06-02 08:30:00,0,,-0.1368044401661902,0,0.15057533979415894,0,0,normal,0.98,keep,none
2024-06-02 08:40:00,0,,-0.13394469877950105,0,0.14847072958946228,0,0,normal,0.98,keep,none
2024-06-02 08:50:00,0,,-0.13611920535932698,0,0.14757195115089417,0,0,normal,0.98,keep,none
2024-06-02 09:00:00,0,,-0.1420681569457552,0,0.1432274729013443,0,0,normal,0.98,keep,none
2024-06-02 09:10:00,0,,-0.12881885210199417,0,0.1378742903470993,0,0,normal,0.98,keep,none
2024-06-02 09:20:00,0,,-0.1348364538014089,0,0.1405007392168045,0,0,normal,0.98,keep,none
2024-06-02 09:30:00,0,,-0.13832819469013213,0,0.13593502342700958,0,0,normal,0.98,keep,none
2024-06-02 09:40:00,0,,-0.13710974838237794,0,0.1300923079252243,0,0,normal,0.98,keep,none
2024-06-02 09:50:00,0,,-0.13885471479880407,0,0.12803976237773895,0,0,normal,0.98,keep,none
2024-06-02 10:00:00,0,,-0.13837800686368967,0,0.11891154199838638,0,0,normal,0.98,keep,none
2024-06-02 10:10:00,0,,-0.12213443646474881,0,0.1084580197930336,0,0,normal,0.98,keep,none
2024-06-02 10:20:00,0,,-0.11796857702755326,0,0.0929480493068695,0,0,normal,0.98,keep,none
2024-06-02 10:30:00,0,,-0.13471951522950176,0,0.08830586820840836,0,0,normal,0.98,keep,none
2024-06-02 10:40:00,0,,-0.13026489908359773,0,0.08959388732910156,0,0,normal,0.98,keep,none
2024-06-02 10:50:00,0,,-0.12533797948296993,0,0.09174957126379013,0,0,normal,0.98,keep,none
2024-06-02 11:00:00,0,,-0.1352223853163903,0,0.08628141134977341,0,0,normal,0.98,keep,none
2024-06-02 11:10:00,0,,-0.14274694601626697,0,0.0824214294552803,0,0,normal,0.98,keep,none
2024-06-02 11:20:00,0,,-0.13689426207659905,0,0.08228874206542969,0,0,normal,0.98,keep,none
2024-06-02 11:30:00,0,,-0.13473689812799367,0,0.08781546354293823,0,0,normal,0.98,keep,none
2024-06-02 11:40:00,0,,-0.13500442965193293,0,0.08595039695501328,0,0,normal,0.98,keep,none
2024-06-02 11:50:00,0,,-0.13754325471960666,0,0.0885339006781578,0,0,normal,0.98,keep,none
2024-06-02 12:00:00,0,,-0.13907525457007142,0,0.08931345492601395,0,0,normal,0.98,keep,none
2024-06-02 12:10:00,0,,-0.13689274002491475,0,0.0879826545715332,0,0,normal,0.98,keep,none
2024-06-02 12:20:00,0,,-0.1313479308882377,0,0.09015204012393951,0,0,normal,0.98,keep,none
2024-06-02 12:30:00,0,,-0.13873699038548593,0,0.08841236680746078,0,0,normal,0.98,keep,none
2024-06-02 12:40:00,0,,-0.1345934226701191,0,0.08866451680660248,0,0,normal,0.98,keep,none
2024-06-02 12:50:00,0,,-0.12638304727353666,0,0.09522233158349991,0,0,normal,0.98,keep,none
2024-06-02 13:00:00,0,,-0.11113905667298568,0,0.10795409977436066,0,0,normal,0.98,keep,none
2024-06-02 13:10:00,0,,-0.12195987445093992,0,0.11454804241657257,0,0,normal,0.98,keep,none
2024-06-02 13:20:00,0,,-0.12328795019886357,0,0.11018485575914383,0,0,normal,0.98,keep,none
2024-06-02 13:30:00,0,,-0.12997682913449127,0,0.11804844439029694,0,0,normal,0.98,keep,none
2024-06-02 13:40:00,0,,-0.13256826977749558,0,0.11783716082572937,0,0,normal,0.98,keep,none
2024-06-02 13:50:00,0,,-0.1309271192243897,0,0.11687266826629639,0,0,normal,0.98,keep,none
2024-06-02 14:00:00,0,,-0.13005347759213137,0,0.11895488202571869,0,0,normal,0.98,keep,none
2024-06-02 14:10:00,0,,-0.12887707104921198,0,0.1199021115899086,0,0,normal,0.98,keep,none
2024-06-02 14:20:00,0,,-0.12900843161564518,0,0.11831657588481903,0,0,normal,0.98,keep,none
2024-06-02 14:30:00,0,,-0.1231372791991367,0,0.12144338339567184,0,0,normal,0.98,keep,none
2024-06-02 14:40:00,0,,-0.12606743908598644,0,0.11846677213907242,0,0,normal,0.98,keep,none
2024-06-02 14:50:00,0,,-0.1286777907712729,0,0.11875541508197784,0,0,normal,0.98,keep,none
2024-06-02 15:00:00,0,,-0.13106385704006607,0,0.11835195869207382,0,0,normal,0.98,keep,none
2024-06-02 15:10:00,0,,-0.12939168025240733,0,0.12048451602458954,0,0,normal,0.98,keep,none
2024-06-02 15:20:00,0,,-0.12698963659784884,0,0.11937215179204941,0,0,normal,0.98,keep,none
2024-06-02 15:30:00,0,,-0.13495257273640293,0,0.12041553854942322,0,0,normal,0.98,keep,none
2024-06-02 15:40:00,0,,-0.13247952734893986,0,0.1213255375623703,0,0,normal,0.98,keep,none
2024-06-02 15:50:00,0,,-0.1341455242151247,0,0.11724352091550827,0,0,normal,0.98,keep,none
2024-06-02 16:00:00,0,,-0.1252201905306598,0,0.11480534821748734,0,0,normal,0.98,keep,none
2024-06-02 16:10:00,0,,-0.13884949494611976,0,0.1048530712723732,0,0,normal,0.98,keep,none
2024-06-02 16:20:00,1,spike,0.07352293061860193,1,0.6591951847076416,0,1,spike,0.95,correct,hybrid
2024-06-02 16:30:00,0,,0.015151950130701253,1,0.4274425804615021,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-02 16:40:00,0,,0.00013710192425231416,1,0.4873024523258209,0,1,ml_suspicious,0.62,manual_review,isolation_forest
2024-06-02 16:50:00,0,,-0.032942551605434245,0,0.4823465347290039,0,0,normal,0.98,keep,none
2024-06-02 17:00:00,0,,-0.02192820594187106,0,0.5260181427001953,0,0,normal,0.98,keep,none
2024-06-02 17:10:00,0,,-0.03262759098524293,0,0.5709370374679565,0,0,normal,0.98,keep,none
2024-06-02 17:20:00,0,,-0.14831131078291054,0,0.47688809037208557,0,0,normal,0.98,keep,none
2024-06-02 17:30:00,0,,-0.16084133100810827,0,0.44517484307289124,0,0,normal,0.98,keep,none
2024-06-02 17:40:00,0,,-0.1500930774517491,0,0.4324268698692322,0,0,normal,0.98,keep,none
2024-06-02 17:50:00,0,,-0.14939979734386832,0,0.4185357689857483,0,0,normal,0.98,keep,none
2024-06-02 18:00:00,0,,-0.14416779237595412,0,0.4082995355129242,0,0,normal,0.98,keep,none
2024-06-02 18:10:00,0,,-0.13678507223751163,0,0.4045906662940979,0,0,normal,0.98,keep,none
2024-06-02 18:20:00,0,,-0.14848148778890008,0,0.3953555226325989,0,0,normal,0.98,keep,none
2024-06-02 18:30:00,0,,-0.1532066199305886,0,0.38905012607574463,0,0,normal,0.98,keep,none
2024-06-02 18:40:00,0,,-0.14730900890653564,0,0.3825037479400635,0,0,normal,0.98,keep,none
