image,damage_level,building_count,area_m2
hurricane-florence_00000171,轻微损毁,0,0.0
hurricane-florence_00000171,严重损毁,3,115.0
hurricane-florence_00000171,完全损毁,0,0.0
hurricane-florence_00000172,完好,0,0.0
hurricane-florence_00000172,轻微损毁,2,411.0
hurricane-florence_00000172,严重损毁,2,417.0
hurricane-florence_00000172,完全损毁,0,0.0
hurricane-florence_00000173,完好,26,8324.0
hurricane-florence_00000173,轻微损毁,1,37.0
hurricane-florence_00000173,严重损毁,0,0.0
hurricane-florence_00000173,完全损毁,0,0.0
hurricane-florence_00000176,完好,8,1500.0
hurricane-florence_00000176,轻微损毁,0,0.0
hurricane-florence_00000176,严重损毁,0,0.0
hurricane-florence_00000176,完全损毁,0,0.0
hurricane-florence_00000177,完好,0,0.0
hurricane-florence_00000177,轻微损毁,0,0.0
hurricane-florence_00000177,严重损毁,0,0.0
hurricane-florence_00000177,完全损毁,0,0.0
hurricane-florence_00000179,完好,2,97.0
hurricane-florence_00000179,轻微损毁,2,312.0
hurricane-florence_00000179,严重损毁,16,2872.0
hurricane-florence_00000179,完全损毁,0,0.0
hurricane-florence_00000182,完好,0,0.0
hurricane-florence_00000182,轻微损毁,0,0.0
hurricane-florence_00000182,严重损毁,0,0.0
hurricane-florence_00000182,完全损毁,0,0.0
hurricane-florence_00000184,完好,56,12670.0
hurricane-florence_00000184,轻微损毁,0,0.0
hurricane-florence_00000184,严重损毁,0,0.0
hurricane-florence_00000184,完全损毁,0,0.0
hurricane-florence_00000186,完好,0,0.0
hurricane-florence_00000186,轻微损毁,2,280.0
hurricane-florence_00000186,严重损毁,2,605.0
hurricane-florence_00000186,完全损毁,1,16.0
hurricane-florence_00000187,完好,37,10648.0
hurricane-florence_00000187,轻微损毁,0,0.0
hurricane-florence_00000187,严重损毁,0,0.0
hurricane-florence_00000187,完全损毁,0,0.0
hurricane-florence_00000196,完好,69,14674.0
hurricane-florence_00000196,轻微损毁,2,460.0
hurricane-florence_00000196,严重损毁,0,0.0
hurricane-florence_00000196,完全损毁,0,0.0
hurricane-florence_00000197,完好,0,0.0
hurricane-florence_00000197,轻微损毁,0,0.0
hurricane-florence_00000197,严重损毁,8,1373.0
hurricane-florence_00000197,完全损毁,0,0.0
hurricane-florence_00000200,完好,12,2705.0
hurricane-florence_00000200,轻微损毁,0,0.0
hurricane-florence_00000200,严重损毁,0,0.0
hurricane-florence_00000200,完全损毁,0,0.0
hurricane-florence_00000204,完好,2,309.0
hurricane-florence_00000204,轻微损毁,0,0.0
hurricane-florence_00000204,严重损毁,0,0.0
hurricane-florence_00000204,完全损毁,0,0.0
hurricane-florence_00000208,完好,1,210.0
hurricane-florence_00000208,轻微损毁,0,0.0
hurricane-florence_00000208,严重损毁,0,0.0
hurricane-florence_00000208,完全损毁,0,0.0
hurricane-florence_00000211,完好,1,198.0
hurricane-florence_00000211,轻微损毁,11,2036.0
hurricane-florence_00000211,严重损毁,18,3038.0
hurricane-florence_00000211,完全损毁,1,49.0
hurricane-florence_00000215,完好,11,1566.0
hurricane-florence_00000215,轻微损毁,0,0.0
hurricane-florence_00000215,严重损毁,0,0.0
hurricane-florence_00000215,完全损毁,0,0.0
hurricane-florence_00000225,完好,20,3238.0
hurricane-florence_00000225,轻微损毁,0,0.0
hurricane-florence_00000225,严重损毁,0,0.0
hurricane-florence_00000225,完全损毁,0,0.0
hurricane-florence_00000228,完好,12,2421.0
hurricane-florence_00000228,轻微损毁,0,0.0
hurricane-florence_00000228,严重损毁,0,0.0
hurricane-florence_00000228,完全损毁,0,0.0
hurricane-florence_00000235,完好,5,608.0
hurricane-florence_00000235,轻微损毁,0,0.0
hurricane-florence_00000235,严重损毁,0,0.0
hurricane-florence_00000235,完全损毁,0,0.0
hurricane-florence_00000240,完好,10,1648.0
hurricane-florence_00000240,轻微损毁,0,0.0
hurricane-florence_00000240,严重损毁,0,0.0
hurricane-florence_00000240,完全损毁,0,0.0
hurricane-florence_00000249,完好,8,1821.0
hurricane-florence_00000249,轻微损毁,0,0.0
hurricane-florence_00000249,严重损毁,0,0.0
hurricane-florence_00000249,完全损毁,0,0.0
hurricane-florence_00000253,完好,4,1438.0
hurricane-florence_00000253,轻微损毁,0,0.0
hurricane-florence_00000253,严重损毁,0,0.0
hurricane-florence_00000253,完全损毁,0,0.0
hurricane-florence_00000262,完好,17,3098.0
hurricane-florence_00000262,轻微损毁,0,0.0
hurricane-florence_00000262,严重损毁,0,0.0
hurricane-florence_00000262,完全损毁,0,0.0
hurricane-florence_00000265,完好,32,6282.0
hurricane-florence_00000265,轻微损毁,0,0.0
hurricane-florence_00000265,严重损毁,0,0.0
hurricane-florence_00000265,完全损毁,0,0.0
hurricane-florence_00000267,完好,0,0.0
hurricane-florence_00000267,轻微损毁,0,0.0
hurricane-florence_00000267,严重损毁,1,24.0
hurricane-florence_00000267,完全损毁,0,0.0
hurricane-florence_00000268,完好,1,96.0
hurricane-florence_00000268,轻微损毁,2,670.0
hurricane-florence_00000268,严重损毁,11,1871.0
hurricane-florence_00000268,完全损毁,0,0.0
hurricane-florence_00000276,完好,1,206.0
hurricane-florence_00000276,轻微损毁,0,0.0
hurricane-florence_00000276,严重损毁,2,262.0
hurricane-florence_00000276,完全损毁,1,30.0
hurricane-florence_00000286,完好,12,1685.0
hurricane-florence_00000286,轻微损毁,0,0.0
hurricane-florence_00000286,严重损毁,0,0.0
hurricane-florence_00000286,完全损毁,0,0.0
hurricane-florence_00000288,完好,10,3918.0
hurricane-florence_00000288,轻微损毁,1,143.0
hurricane-florence_00000288,严重损毁,0,0.0
hurricane-florence_00000288,完全损毁,0,0.0
hurricane-florence_00000292,完好,5,710.0
hurricane-florence_00000292,轻微损毁,0,0.0
hurricane-florence_00000292,严重损毁,0,0.0
hurricane-florence_00000292,完全损毁,0,0.0
hurricane-florence_00000294,完好,35,4221.0
hurricane-florence_00000294,轻微损毁,0,0.0
hurricane-florence_00000294,严重损毁,0,0.0
hurricane-florence_00000294,完全损毁,0,0.0
hurricane-florence_00000301,完好,13,2341.0
hurricane-florence_00000301,轻微损毁,0,0.0
hurricane-florence_00000301,严重损毁,0,0.0
hurricane-florence_00000301,完全损毁,0,0.0
hurricane-florence_00000307,完好,2,253.0
hurricane-florence_00000307,轻微损毁,1,139.0
hurricane-florence_00000307,严重损毁,0,0.0
hurricane-florence_00000307,完全损毁,0,0.0
hurricane-florence_00000317,完好,20,3322.0
hurricane-florence_00000317,轻微损毁,0,0.0
hurricane-florence_00000317,严重损毁,0,0.0
hurricane-florence_00000317,完全损毁,0,0.0
hurricane-florence_00000318,完好,18,2737.0
hurricane-florence_00000318,轻微损毁,0,0.0
hurricane-florence_00000318,严重损毁,0,0.0
hurricane-florence_00000318,完全损毁,0,0.0
hurricane-florence_00000321,完好,11,1783.0
hurricane-florence_00000321,轻微损毁,0,0.0
hurricane-florence_00000321,严重损毁,0,0.0
hurricane-florence_00000321,完全损毁,0,0.0
hurricane-florence_00000323,完好,0,0.0
hurricane-florence_00000323,轻微损毁,0,0.0
hurricane-florence_00000323,严重损毁,2,91.0
hurricane-florence_00000323,完全损毁,0,0.0
hurricane-florence_00000326,完好,17,3616.0
hurricane-florence_00000326,轻微损毁,0,0.0
hurricane-florence_00000326,严重损毁,0,0.0
hurricane-florence_00000326,完全损毁,0,0.0
hurricane-florence_00000342,完好,5,756.0
hurricane-florence_00000342,轻微损毁,0,0.0
hurricane-florence_00000342,严重损毁,0,0.0
hurricane-florence_00000342,完全损毁,0,0.0
hurricane-florence_00000343,完好,5,646.0
hurricane-florence_00000343,轻微损毁,0,0.0
hurricane-florence_00000343,严重损毁,0,0.0
hurricane-florence_00000343,完全损毁,0,0.0
hurricane-florence_00000363,完好,4,1176.0
hurricane-florence_00000363,轻微损毁,0,0.0
hurricane-florence_00000363,严重损毁,0,0.0
hurricane-florence_00000363,完全损毁,0,0.0
hurricane-florence_00000364,完好,50,13277.0
hurricane-florence_00000364,轻微损毁,0,0.0
hurricane-florence_00000364,严重损毁,0,0.0
hurricane-florence_00000364,完全损毁,0,0.0
hurricane-florence_00000375,完好,3,770.0
hurricane-florence_00000375,轻微损毁,2,1499.0
hurricane-florence_00000375,严重损毁,1,169.0
hurricane-florence_00000375,完全损毁,0,0.0
hurricane-florence_00000377,完好,65,13997.0
hurricane-florence_00000377,轻微损毁,0,0.0
hurricane-florence_00000377,严重损毁,0,0.0
hurricane-florence_00000377,完全损毁,0,0.0
hurricane-florence_00000378,完好,0,0.0
hurricane-florence_00000378,轻微损毁,0,0.0
hurricane-florence_00000378,严重损毁,3,892.0
hurricane-florence_00000378,完全损毁,0,0.0
hurricane-florence_00000384,完好,3,464.0
hurricane-florence_00000384,轻微损毁,3,1161.0
hurricane-florence_00000384,严重损毁,31,5686.0
hurricane-florence_00000384,完全损毁,0,0.0
hurricane-florence_00000386,完好,0,0.0
hurricane-florence_00000386,轻微损毁,1,71.0
hurricane-florence_00000386,严重损毁,8,929.0
hurricane-florence_00000386,完全损毁,1,22.0
hurricane-florence_00000396,完好,0,0.0
hurricane-florence_00000396,轻微损毁,0,0.0
hurricane-florence_00000396,严重损毁,10,1236.0
hurricane-florence_00000396,完全损毁,1,33.0
hurricane-florence_00000400,完好,0,0.0
hurricane-florence_00000400,轻微损毁,1,42.0
hurricane-florence_00000400,严重损毁,6,1456.0
hurricane-florence_00000400,完全损毁,0,0.0
hurricane-florence_00000415,完好,0,0.0
hurricane-florence_00000415,轻微损毁,0,0.0
hurricane-florence_00000415,严重损毁,5,1007.0
hurricane-florence_00000415,完全损毁,0,0.0
hurricane-florence_00000417,完好,24,5745.0
hurricane-florence_00000417,轻微损毁,0,0.0
hurricane-florence_00000417,严重损毁,0,0.0
hurricane-florence_00000417,完全损毁,0,0.0
hurricane-florence_00000421,完好,22,8417.0
hurricane-florence_00000421,轻微损毁,0,0.0
hurricane-florence_00000421,严重损毁,0,0.0
hurricane-florence_00000421,完全损毁,0,0.0
hurricane-florence_00000434,完好,0,0.0
hurricane-florence_00000434,轻微损毁,1,318.0
hurricane-florence_00000434,严重损毁,0,0.0
hurricane-florence_00000434,完全损毁,0,0.0
hurricane-florence_00000448,完好,1,32.0
hurricane-florence_00000448,轻微损毁,2,96.0
hurricane-florence_00000448,严重损毁,10,1582.0
hurricane-florence_00000448,完全损毁,0,0.0
hurricane-florence_00000456,完好,0,0.0
hurricane-florence_00000456,轻微损毁,1,49.0
hurricane-florence_00000456,严重损毁,1,347.0
hurricane-florence_00000456,完全损毁,2,38.0
hurricane-florence_00000466,完好,0,0.0
hurricane-florence_00000466,轻微损毁,3,255.0
hurricane-florence_00000466,严重损毁,3,1427.0
hurricane-florence_00000466,完全损毁,0,0.0
hurricane-florence_00000468,完好,0,0.0
hurricane-florence_00000468,轻微损毁,1,95.0
hurricane-florence_00000468,严重损毁,7,2704.0
hurricane-florence_00000468,完全损毁,0,0.0
hurricane-florence_00000471,完好,0,0.0
hurricane-florence_00000471,轻微损毁,1,397.0
hurricane-florence_00000471,严重损毁,0,0.0
hurricane-florence_00000471,完全损毁,3,206.0
hurricane-florence_00000480,完好,1,60.0
hurricane-florence_00000480,轻微损毁,7,863.0
hurricane-florence_00000480,严重损毁,4,553.0
hurricane-florence_00000480,完全损毁,0,0.0
hurricane-florence_00000483,完好,6,1063.0
hurricane-florence_00000483,轻微损毁,1,1531.0
hurricane-florence_00000483,严重损毁,2,2039.0
hurricane-florence_00000483,完全损毁,0,0.0
hurricane-florence_00000488,完好,0,0.0
hurricane-florence_00000488,轻微损毁,2,296.0
hurricane-florence_00000488,严重损毁,17,1865.0
hurricane-florence_00000488,完全损毁,0,0.0
hurricane-florence_00000491,完好,2,931.0
hurricane-florence_00000491,轻微损毁,4,2212.0
hurricane-florence_00000491,严重损毁,4,1761.0
hurricane-florence_00000491,完全损毁,0,0.0
hurricane-florence_00000507,完好,0,0.0
hurricane-florence_00000507,轻微损毁,0,0.0
hurricane-florence_00000507,严重损毁,6,925.0
hurricane-florence_00000507,完全损毁,0,0.0
hurricane-florence_00000509,完好,6,2599.0
hurricane-florence_00000509,轻微损毁,0,0.0
hurricane-florence_00000509,严重损毁,0,0.0
hurricane-florence_00000509,完全损毁,0,0.0
hurricane-florence_00000519,完好,4,2153.0
hurricane-florence_00000519,轻微损毁,0,0.0
hurricane-florence_00000519,严重损毁,0,0.0
hurricane-florence_00000519,完全损毁,0,0.0
hurricane-florence_00000525,完好,0,0.0
hurricane-florence_00000525,轻微损毁,0,0.0
hurricane-florence_00000525,严重损毁,0,0.0
hurricane-florence_00000525,完全损毁,0,0.0
hurricane-florence_00000528,完好,6,1476.0
hurricane-florence_00000528,轻微损毁,1,194.0
hurricane-florence_00000528,严重损毁,0,0.0
hurricane-florence_00000528,完全损毁,1,121.0
hurricane-florence_00000530,完好,3,625.0
hurricane-florence_00000530,轻微损毁,0,0.0
hurricane-florence_00000530,严重损毁,1,316.0
hurricane-florence_00000530,完全损毁,0,0.0
hurricane-florence_00000535,完好,18,3031.0
hurricane-florence_00000535,轻微损毁,0,0.0
hurricane-florence_00000535,严重损毁,0,0.0
hurricane-florence_00000535,完全损毁,0,0.0
hurricane-florence_00000541,完好,7,1783.0
hurricane-florence_00000541,轻微损毁,2,218.0
hurricane-florence_00000541,严重损毁,0,0.0
hurricane-florence_00000541,完全损毁,2,89.0
hurricane-florence_00000543,完好,6,743.0
hurricane-florence_00000543,轻微损毁,0,0.0
hurricane-florence_00000543,严重损毁,0,0.0
hurricane-florence_00000543,完全损毁,0,0.0
hurricane-florence_00000544,完好,1,1133.0
hurricane-florence_00000544,轻微损毁,0,0.0
hurricane-florence_00000544,严重损毁,0,0.0
hurricane-florence_00000544,完全损毁,0,0.0
hurricane-harvey_00000003,完好,24,19500.0
hurricane-harvey_00000003,轻微损毁,1,345.0
hurricane-harvey_00000003,严重损毁,2,232.0
hurricane-harvey_00000003,完全损毁,0,0.0
hurricane-harvey_00000011,完好,115,48866.0
hurricane-harvey_00000011,轻微损毁,1,856.0
hurricane-harvey_00000011,严重损毁,0,0.0
hurricane-harvey_00000011,完全损毁,0,0.0
hurricane-harvey_00000018,完好,129,63697.0
hurricane-harvey_00000018,轻微损毁,0,0.0
hurricane-harvey_00000018,严重损毁,0,0.0
hurricane-harvey_00000018,完全损毁,0,0.0
hurricane-harvey_00000023,完好,77,32067.0
hurricane-harvey_00000023,轻微损毁,7,2865.0
hurricane-harvey_00000023,严重损毁,0,0.0
hurricane-harvey_00000023,完全损毁,0,0.0
hurricane-harvey_00000033,完好,6,677.0
hurricane-harvey_00000033,轻微损毁,3,462.0
hurricane-harvey_00000033,严重损毁,3,866.0
hurricane-harvey_00000033,完全损毁,0,0.0
hurricane-harvey_00000036,完好,1,83.0
hurricane-harvey_00000036,轻微损毁,1,91.0
hurricane-harvey_00000036,严重损毁,4,252.0
hurricane-harvey_00000036,完全损毁,1,29.0
hurricane-harvey_00000037,完好,0,0.0
hurricane-harvey_00000037,轻微损毁,0,0.0
hurricane-harvey_00000037,严重损毁,2,1388.0
hurricane-harvey_00000037,完全损毁,0,0.0
hurricane-harvey_00000044,完好,1,121.0
hurricane-harvey_00000044,轻微损毁,0,0.0
hurricane-harvey_00000044,严重损毁,0,0.0
hurricane-harvey_00000044,完全损毁,0,0.0
hurricane-harvey_00000058,完好,0,0.0
hurricane-harvey_00000058,轻微损毁,0,0.0
hurricane-harvey_00000058,严重损毁,1,102.0
hurricane-harvey_00000058,完全损毁,0,0.0
hurricane-harvey_00000062,完好,0,0.0
hurricane-harvey_00000062,轻微损毁,1,40.0
hurricane-harvey_00000062,严重损毁,4,1090.0
hurricane-harvey_00000062,完全损毁,0,0.0
hurricane-harvey_00000063,完好,0,0.0
hurricane-harvey_00000063,轻微损毁,1,179.0
hurricane-harvey_00000063,严重损毁,1,102.0
hurricane-harvey_00000063,完全损毁,0,0.0
hurricane-harvey_00000064,完好,0,0.0
hurricane-harvey_00000064,轻微损毁,0,0.0
hurricane-harvey_00000064,严重损毁,2,374.0
hurricane-harvey_00000064,完全损毁,1,42.0
hurricane-harvey_00000068,完好,6,1390.0
hurricane-harvey_00000068,轻微损毁,1,17.0
hurricane-harvey_00000068,严重损毁,0,0.0
hurricane-harvey_00000068,完全损毁,0,0.0
hurricane-harvey_00000078,完好,118,25531.0
hurricane-harvey_00000078,轻微损毁,1,102.0
hurricane-harvey_00000078,严重损毁,0,0.0
hurricane-harvey_00000078,完全损毁,1,128.0
hurricane-harvey_00000093,完好,0,0.0
hurricane-harvey_00000093,轻微损毁,0,0.0
hurricane-harvey_00000093,严重损毁,0,0.0
hurricane-harvey_00000093,完全损毁,0,0.0
hurricane-harvey_00000096,完好,7,2854.0
hurricane-harvey_00000096,轻微损毁,20,15979.0
hurricane-harvey_00000096,严重损毁,127,45440.0
hurricane-harvey_00000096,完全损毁,4,217.0
hurricane-harvey_00000097,完好,0,0.0
hurricane-harvey_00000097,轻微损毁,0,0.0
hurricane-harvey_00000097,严重损毁,4,1947.0
hurricane-harvey_00000097,完全损毁,3,317.0
hurricane-harvey_00000103,完好,0,0.0
hurricane-harvey_00000103,轻微损毁,0,0.0
hurricane-harvey_00000103,严重损毁,1,204.0
hurricane-harvey_00000103,完全损毁,3,321.0
hurricane-harvey_00000105,完好,6,1629.0
hurricane-harvey_00000105,轻微损毁,2,884.0
hurricane-harvey_00000105,严重损毁,123,39471.0
hurricane-harvey_00000105,完全损毁,0,0.0
hurricane-harvey_00000112,完好,135,47445.0
hurricane-harvey_00000112,轻微损毁,25,8559.0
hurricane-harvey_00000112,严重损毁,26,7988.0
hurricane-harvey_00000112,完全损毁,0,0.0
hurricane-harvey_00000120,完好,8,1870.0
hurricane-harvey_00000120,轻微损毁,5,1577.0
hurricane-harvey_00000120,严重损毁,23,5769.0
hurricane-harvey_00000120,完全损毁,0,0.0
hurricane-harvey_00000122,完好,163,70296.0
hurricane-harvey_00000122,轻微损毁,0,0.0
hurricane-harvey_00000122,严重损毁,0,0.0
hurricane-harvey_00000122,完全损毁,0,0.0
hurricane-harvey_00000127,完好,2,5267.0
hurricane-harvey_00000127,轻微损毁,2,1014.0
hurricane-harvey_00000127,严重损毁,47,50663.0
hurricane-harvey_00000127,完全损毁,0,0.0
hurricane-harvey_00000131,完好,187,63983.0
hurricane-harvey_00000131,轻微损毁,3,626.0
hurricane-harvey_00000131,严重损毁,0,0.0
hurricane-harvey_00000131,完全损毁,0,0.0
hurricane-harvey_00000133,完好,18,2200.0
hurricane-harvey_00000133,轻微损毁,0,0.0
hurricane-harvey_00000133,严重损毁,9,2527.0
hurricane-harvey_00000133,完全损毁,0,0.0
hurricane-harvey_00000135,完好,38,27511.0
hurricane-harvey_00000135,轻微损毁,20,9552.0
hurricane-harvey_00000135,严重损毁,17,11614.0
hurricane-harvey_00000135,完全损毁,0,0.0
hurricane-harvey_00000139,完好,41,37898.0
hurricane-harvey_00000139,轻微损毁,1,401.0
hurricane-harvey_00000139,严重损毁,0,0.0
hurricane-harvey_00000139,完全损毁,0,0.0
hurricane-harvey_00000143,完好,12,5116.0
hurricane-harvey_00000143,轻微损毁,0,0.0
hurricane-harvey_00000143,严重损毁,5,4469.0
hurricane-harvey_00000143,完全损毁,0,0.0
hurricane-harvey_00000150,完好,0,0.0
hurricane-harvey_00000150,轻微损毁,1,134.0
hurricane-harvey_00000150,严重损毁,8,2482.0
hurricane-harvey_00000150,完全损毁,1,65.0
hurricane-harvey_00000155,完好,38,21560.0
hurricane-harvey_00000155,轻微损毁,2,414.0
hurricane-harvey_00000155,严重损毁,2,160.0
hurricane-harvey_00000155,完全损毁,0,0.0
hurricane-harvey_00000161,完好,4,2437.0
hurricane-harvey_00000161,轻微损毁,2,11490.0
hurricane-harvey_00000161,严重损毁,1,23.0
hurricane-harvey_00000161,完全损毁,0,0.0
hurricane-harvey_00000162,完好,2,5529.0
hurricane-harvey_00000162,轻微损毁,3,2885.0
hurricane-harvey_00000162,严重损毁,23,23537.0
hurricane-harvey_00000162,完全损毁,1,20.0
hurricane-harvey_00000163,完好,10,2586.0
hurricane-harvey_00000163,轻微损毁,14,4900.0
hurricane-harvey_00000163,严重损毁,119,42387.0
